store_id,type,store_type,type2,size,price,price_per_oz,price_per_oz_c,taxed,supp,time,product_id
16,SPORT,2,,28,1.49,0.053214286,5.321428571,1,0,DEC2014,140
16,MILK,2,WHOLE MILK,128,4.79,0.037421875,3.7421875,0,0,DEC2014,145
16,JUICE,2,,15.2,2.29,0.150657895,15.06578947,0,0,DEC2014,160
16,ENERGY,2,,6,2.59,0.431666667,43.16666667,1,0,DEC2014,162
16,SODA,2,,20,1.89,0.0945,9.45,1,0,DEC2014,172
16,SODA,2,,144,5.99,0.041597222,4.159722222,1,1,DEC2014,181
16,SODA,2,,20,1.89,0.0945,9.45,1,0,DEC2014,189
16,SODA,2,,67.6,2.49,0.03683432,3.683431953,1,0,DEC2014,190
16,ENERGY,2,,8.4,2.49,0.296428571,29.64285714,1,0,DEC2014,193
16,ENERGY,2,,6,2.19,0.365,36.5,1,0,DEC2014,195
16,TEA,2,,6,3.49,0.581666667,58.16666667,1,0,DEC2014,196
16,SODA,2,,144,5.99,0.041597222,4.159722222,1,1,DEC2014,16
16,SODA,2,,12,0.99,0.0825,8.25,1,0,DEC2014,213
16,SODA,2,,20,1.89,0.0945,9.45,1,0,DEC2014,214
16,SODA,2,,67.6,2.49,0.03683432,3.683431953,1,0,DEC2014,215
16,SODA,2,,20,1.99,0.0995,9.95,1,0,DEC2014,219
16,JUICE,2,,12,1.99,0.165833333,16.58333333,0,0,DEC2014,230
16,JUICE,2,COCONUT WATER,16.9,2.99,0.176923077,17.69230769,0,0,DEC2014,232
6,TEA,4,,23,1.69,0.073478261,7.347826087,1,0,DEC2014,32
6,TEA,4,,23,1.69,0.073478261,7.347826087,1,0,DEC2014,33
6,MILK,4,WHOLE MILK,64,2.99,0.04671875,4.671875,0,0,DEC2014,43
6,SODA,4,,20,1.59,0.0795,7.95,1,0,DEC2014,59
6,WATER,4,,23.6,1.59,0.067372881,6.737288136,0,0,DEC2014,77
6,SODA-DIET,4,,20,1.59,0.0795,7.95,0,0,DEC2014,105
6,ENERGY-DIET,4,,6,2.29,0.381666667,38.16666667,0,0,DEC2014,108
6,SODA-DIET,4,,20,1.69,0.0845,8.45,0,0,DEC2014,110
6,SODA-DIET,4,,20,1.69,0.0845,8.45,0,0,DEC2014,112
6,ENERGY-DIET,4,,8.4,2.59,0.308333333,30.83333333,0,0,DEC2014,113
6,ENERGY-DIET,4,,6,2.29,0.381666667,38.16666667,0,0,DEC2014,114
6,SODA,4,,20,1.69,0.0845,8.45,1,1,DEC2014,119
6,SODA,4,,20,1.69,0.0845,8.45,1,1,DEC2014,130
6,SPORT,4,,28,1.99,0.071071429,7.107142857,1,0,DEC2014,140
6,JUICE,4,,15.2,1.85,0.121710526,12.17105263,0,0,DEC2014,160
6,ENERGY,4,,6,2.29,0.381666667,38.16666667,1,0,DEC2014,162
6,SODA,4,,20,1.69,0.0845,8.45,1,0,DEC2014,172
6,SODA,4,,20,1.69,0.0845,8.45,1,0,DEC2014,189
6,ENERGY,4,,8.4,2.59,0.308333333,30.83333333,1,0,DEC2014,193
6,ENERGY,4,,6,2.29,0.381666667,38.16666667,1,0,DEC2014,195
6,SODA,4,,20,0.99,0.0495,4.95,1,0,DEC2014,219
6,JUICE DRINK,4,,16,1.59,0.099375,9.9375,1,1,DEC2014,220
6,JUICE,4,COCONUT WATER,16.9,2.89,0.171005917,17.10059172,0,0,DEC2014,232
10,WATER,2,,33.8,1.75,0.051775148,5.177514793,0,0,DEC2014,29
10,TEA,2,,23,0.99,0.043043478,4.304347826,1,0,DEC2014,32
10,TEA,2,,23,0.99,0.043043478,4.304347826,1,0,DEC2014,33
10,MILK,2,WHOLE MILK,128,4.99,0.038984375,3.8984375,0,0,DEC2014,42
10,MILK,2,WHOLE MILK,64,2.99,0.04671875,4.671875,0,0,DEC2014,43
10,JUICE,2,,63.9,3.99,0.062441315,6.244131455,0,0,DEC2014,44
10,JUICE,2,COCONUT WATER,17,2.5,0.147058824,14.70588235,0,1,DEC2014,4
10,SODA-DIET,2,,16,1.99,0.124375,12.4375,0,1,DEC2014,51
10,SODA,2,,12,0.75,0.0625,6.25,1,0,DEC2014,58
10,SODA,2,,20,1.75,0.0875,8.75,1,0,DEC2014,59
10,SODA,2,,67.6,2.5,0.036982249,3.698224852,1,0,DEC2014,60
10,WATER,2,,33.8,2,0.059171598,5.917159763,0,0,DEC2014,76
10,SODA-DIET,2,,67.6,2.5,0.036982249,3.698224852,0,0,DEC2014,97
10,SODA-DIET,2,,67.6,2.25,0.033284024,3.328402367,0,0,DEC2014,100
10,TEA-DIET,2,,23,0.99,0.043043478,4.304347826,0,0,DEC2014,103
10,SODA-DIET,2,,12,0.75,0.0625,6.25,0,0,DEC2014,104
10,SODA-DIET,2,,20,1.75,0.0875,8.75,0,0,DEC2014,105
10,SODA-DIET,2,,12,0.75,0.0625,6.25,0,0,DEC2014,111
10,ENERGY-DIET,2,,8.4,2.5,0.297619048,29.76190476,0,0,DEC2014,113
10,ENERGY-DIET,2,,6,2.5,0.416666667,41.66666667,0,0,DEC2014,114
10,SODA,2,,66,2.5,0.037878788,3.787878788,1,1,DEC2014,118
10,SODA,2,,66,2.5,0.037878788,3.787878788,1,1,DEC2014,129
10,SODA,2,,20,1.99,0.0995,9.95,1,1,DEC2014,130
10,SPORT,2,,28,2.5,0.089285714,8.928571429,1,0,DEC2014,140
10,JUICE,2,,15.2,1.69,0.111184211,11.11842105,0,0,DEC2014,160
10,ENERGY,2,,6,2.5,0.416666667,41.66666667,1,0,DEC2014,162
10,SODA,2,,33.8,2.5,0.073964497,7.396449704,1,0,DEC2014,170
10,SODA,2,,20,1.75,0.0875,8.75,1,0,DEC2014,172
10,SODA,2,,12,0.75,0.0625,6.25,1,0,DEC2014,188
10,SODA,2,,20,1.75,0.0875,8.75,1,0,DEC2014,189
10,SODA,2,,67.6,2.5,0.036982249,3.698224852,1,0,DEC2014,190
10,ENERGY,2,,8.4,2.5,0.297619048,29.76190476,1,0,DEC2014,193
10,ENERGY,2,,6,2.5,0.416666667,41.66666667,1,0,DEC2014,195
10,SODA,2,,12,2.25,0.1875,18.75,1,1,DEC2014,203
10,TEA,2,,6,0.99,0.165,16.5,1,0,DEC2014,207
10,SODA,2,,12,0.75,0.0625,6.25,1,0,DEC2014,213
10,SODA,2,,20,1.99,0.0995,9.95,1,0,DEC2014,219
10,JUICE DRINK,2,,66,1.89,0.028636364,2.863636364,1,1,DEC2014,18
10,JUICE DRINK,2,,67.6,1.89,0.02795858,2.795857988,1,0,DEC2014,18
25,JUICE,1,,62.37,5.99,0.096039763,9.603976271,0,1,DEC2014,27
25,WATER,1,,33.8,1.79,0.05295858,5.295857988,0,0,DEC2014,29
25,MILK,1,LOW FAT MILK,128,7.99,0.062421875,6.2421875,0,1,DEC2014,6
25,MILK,1,LOW FAT MILK,64,4.49,0.07015625,7.015625,0,1,DEC2014,7
25,MILK,1,WHOLE MILK,128,7.99,0.062421875,6.2421875,0,1,DEC2014,8
25,MILK,1,WHOLE MILK,64,4.49,0.07015625,7.015625,0,1,DEC2014,9
25,SODA,1,,144,6.19,0.042986111,4.298611111,1,1,DEC2014,50
25,SODA-DIET,1,,67.6,2.19,0.03239645,3.23964497,0,0,DEC2014,57
25,SODA,1,,20,1.99,0.0995,9.95,1,0,DEC2014,59
25,SODA,1,,67.6,2.19,0.03239645,3.23964497,1,0,DEC2014,60
25,SODA-DIET,1,,20,1.99,0.0995,9.95,0,0,DEC2014,61
25,JUICE DRINK,1,,16,1.79,0.111875,11.1875,1,1,DEC2014,70
25,WATER,1,,33.8,1.29,0.03816568,3.816568047,0,0,DEC2014,76
25,SODA-DIET,1,,144,6.19,0.042986111,4.298611111,0,1,DEC2014,81
25,SODA-DIET,1,,144,5.99,0.041597222,4.159722222,0,1,DEC2014,91
25,SODA-DIET,1,,67.6,2.19,0.03239645,3.23964497,0,0,DEC2014,97
25,SODA-DIET,1,,67.6,1.99,0.02943787,2.943786982,0,0,DEC2014,100
25,SODA-DIET,1,,67.6,2.19,0.03239645,3.23964497,0,0,DEC2014,102
25,SODA-DIET,1,,20,1.99,0.0995,9.95,0,0,DEC2014,105
25,SODA-DIET,1,,20,1.89,0.0945,9.45,0,0,DEC2014,112
25,ENERGY-DIET,1,,8.4,2.29,0.272619048,27.26190476,0,0,DEC2014,113
25,ENERGY-DIET,1,,6,2.29,0.381666667,38.16666667,0,0,DEC2014,114
25,SODA,1,,144,5.99,0.041597222,4.159722222,1,1,DEC2014,117
25,MILK,1,WHOLE MILK,64,5.49,0.08578125,8.578125,0,0,DEC2014,146
25,JUICE DRINK,1,,48,5.99,0.124791667,12.47916667,1,1,DEC2014,149
25,SODA,1,,12.5,1.69,0.1352,13.52,1,0,DEC2014,153
25,JUICE,1,,15.2,1.89,0.124342105,12.43421053,0,0,DEC2014,160
25,SODA,1,,144,5.99,0.041597222,4.159722222,1,1,DEC2014,163
25,SODA,1,,33.8,1.99,0.05887574,5.887573964,1,0,DEC2014,170
25,SODA,1,,20,1.89,0.0945,9.45,1,0,DEC2014,172
25,SODA,1,,144,5.99,0.041597222,4.159722222,1,1,DEC2014,181
25,SODA,1,,20,1.89,0.0945,9.45,1,0,DEC2014,189
25,SODA,1,,67.6,1.99,0.02943787,2.943786982,1,0,DEC2014,190
25,ENERGY,1,,8.4,2.29,0.272619048,27.26190476,1,0,DEC2014,193
25,ENERGY,1,,6,2.29,0.381666667,38.16666667,1,0,DEC2014,195
25,TEA,1,,6,2.99,0.498333333,49.83333333,1,0,DEC2014,196
25,TEA,1,,6,1.69,0.281666667,28.16666667,1,0,DEC2014,207
25,SODA,1,,67.6,2.19,0.03239645,3.23964497,1,0,DEC2014,215
25,SODA,1,,20,1.89,0.0945,9.45,1,0,DEC2014,219
25,JUICE,1,COCONUT WATER,16.9,2.99,0.176923077,17.69230769,0,0,DEC2014,232
1,WATER,2,,33.8,1.5,0.044378698,4.437869822,0,0,DEC2014,38
1,SODA,2,,12,1,0.083333333,8.333333333,1,0,DEC2014,58
1,WATER,2,,33.8,1.5,0.044378698,4.437869822,0,0,DEC2014,76
1,WATER,2,,23.6,1.5,0.063559322,6.355932203,0,0,DEC2014,77
1,SODA-DIET,2,,12,1,0.083333333,8.333333333,0,0,DEC2014,104
1,SODA-DIET,2,,12,1,0.083333333,8.333333333,0,0,DEC2014,106
1,SODA-DIET,2,,20,1,0.05,5,0,0,DEC2014,112
1,SODA,2,,12,1,0.083333333,8.333333333,1,0,DEC2014,126
1,SODA,2,,12,1,0.083333333,8.333333333,1,0,DEC2014,171
1,SODA,2,,12,1,0.083333333,8.333333333,1,0,DEC2014,188
1,ENERGY,2,,8.4,2.6,0.30952381,30.95238095,1,0,DEC2014,193
1,SODA,2,,12,1,0.083333333,8.333333333,1,0,DEC2014,213
1,JUICE,2,COCONUT WATER,16.9,3.39,0.200591716,20.0591716,0,0,DEC2014,232
24,TEA,1,,23,0.99,0.043043478,4.304347826,1,0,DEC2014,32
24,TEA,1,,23,0.99,0.043043478,4.304347826,1,0,DEC2014,33
24,MILK,1,LOW FAT MILK,128,4.99,0.038984375,3.8984375,0,0,DEC2014,40
24,MILK,1,LOW FAT MILK,64,2.99,0.04671875,4.671875,0,0,DEC2014,41
24,MILK,1,WHOLE MILK,128,4.99,0.038984375,3.8984375,0,0,DEC2014,42
24,MILK,1,WHOLE MILK,64,2.99,0.04671875,4.671875,0,0,DEC2014,43
24,JUICE,1,,63.9,3.49,0.054616588,5.461658842,0,0,DEC2014,44
24,JUICE DRINK,1,,60,3.99,0.0665,6.65,1,1,DEC2014,5
24,SODA,1,,144,7.19,0.049930556,4.993055556,1,1,DEC2014,50
24,SODA-DIET,1,,67.6,1.99,0.02943787,2.943786982,0,0,DEC2014,57
24,SODA,1,,20,1.49,0.0745,7.45,1,0,DEC2014,59
24,SODA,1,,67.6,1.99,0.02943787,2.943786982,1,0,DEC2014,60
24,SODA-DIET,1,,144,7.19,0.049930556,4.993055556,0,1,DEC2014,81
24,SODA-DIET,1,,67.6,1.99,0.02943787,2.943786982,0,0,DEC2014,97
24,SODA-DIET,1,,20,1.49,0.0745,7.45,0,0,DEC2014,105
24,ENERGY-DIET,1,,8.4,2.29,0.272619048,27.26190476,0,0,DEC2014,113
24,ENERGY-DIET,1,,6,1.99,0.331666667,33.16666667,0,0,DEC2014,114
24,MILK,1,WHOLE MILK,64,4.99,0.07796875,7.796875,0,0,DEC2014,146
24,ENERGY,1,,6,1.99,0.331666667,33.16666667,1,0,DEC2014,162
24,ENERGY,1,,8.4,2.29,0.272619048,27.26190476,1,0,DEC2014,193
24,ENERGY,1,,6,1.99,0.331666667,33.16666667,1,0,DEC2014,195
24,TEA,1,,6,3.59,0.598333333,59.83333333,1,0,DEC2014,196
24,TEA-DIET,1,,6,1.49,0.248333333,24.83333333,0,0,DEC2014,206
24,TEA,1,,6,1.49,0.248333333,24.83333333,1,0,DEC2014,207
24,SODA,1,,144,7.19,0.049930556,4.993055556,1,1,DEC2014,16
24,SODA,1,,20,1.49,0.0745,7.45,1,0,DEC2014,214
24,SODA,1,,67.6,1.99,0.02943787,2.943786982,1,0,DEC2014,215
24,SODA,1,,20,0.99,0.0495,4.95,1,0,DEC2014,219
24,JUICE,1,COCONUT WATER,16.9,2.69,0.159171598,15.91715976,0,0,DEC2014,232
12,JUICE,2,,18,2.49,0.138333333,13.83333333,0,1,DEC2014,3
12,MILK,2,LOW FAT MILK,128,7.49,0.058515625,5.8515625,0,1,DEC2014,6
12,MILK,2,WHOLE MILK,128,7.49,0.058515625,5.8515625,0,1,DEC2014,8
12,JUICE,2,,62.37,8.49,0.136123136,13.61231361,0,1,DEC2014,62
12,WATER,2,,33.8,0.99,0.029289941,2.928994083,0,0,DEC2014,76
12,JUICE,2,,12.5,2.69,0.2152,21.52,0,1,DEC2014,155
12,JUICE,2,,15.2,3.29,0.216447368,21.64473684,0,1,DEC2014,175
12,TEA,2,,6,2.99,0.498333333,49.83333333,1,0,DEC2014,196
12,TEA,2,,16,1.59,0.099375,9.9375,1,1,DEC2014,223
12,JUICE,2,COCONUT WATER,11.1,2.29,0.206306306,20.63063063,0,1,DEC2014,234
15,WATER,3,,33.8,2.09,0.06183432,6.183431953,0,0,DEC2014,29
15,TEA,3,,23,0.99,0.043043478,4.304347826,1,0,DEC2014,32
15,TEA,3,,23,0.99,0.043043478,4.304347826,1,0,DEC2014,33
15,WATER,3,,33.8,1.87,0.055325444,5.532544379,0,0,DEC2014,38
15,JUICE DRINK,3,,60,4.39,0.073166667,7.316666667,1,1,DEC2014,5
15,SODA,3,,144,6.49,0.045069444,4.506944444,1,1,DEC2014,50
15,SODA-DIET,3,,67.6,2.09,0.03091716,3.091715976,0,0,DEC2014,57
15,SODA,3,,20,1.89,0.0945,9.45,1,0,DEC2014,59
15,SODA,3,,67.6,2.09,0.03091716,3.091715976,1,0,DEC2014,60
15,MILK,3,LOW FAT MILK,128,3.79,0.029609375,2.9609375,0,1,DEC2014,63
15,MILK,3,LOW FAT MILK,64,2.49,0.03890625,3.890625,0,1,DEC2014,64
15,WATER,3,,128,1.27,0.009921875,0.9921875,0,1,DEC2014,65
15,JUICE,3,,62.37,3.79,0.060766394,6.07663941,0,1,DEC2014,73
15,MILK,3,WHOLE MILK,128,3.79,0.029609375,2.9609375,0,1,DEC2014,74
15,MILK,3,WHOLE MILK,64,2.49,0.03890625,3.890625,0,1,DEC2014,75
15,WATER,3,,20,1.67,0.0835,8.35,0,0,DEC2014,79
15,SODA-DIET,3,,144,6.49,0.045069444,4.506944444,0,1,DEC2014,81
15,SODA-DIET,3,,144,5,0.034722222,3.472222222,0,1,DEC2014,85
15,SODA-DIET,3,,144,6.49,0.045069444,4.506944444,0,1,DEC2014,91
15,SODA-DIET,3,,67.6,2.09,0.03091716,3.091715976,0,0,DEC2014,97
15,SODA-DIET,3,,67.6,2.09,0.03091716,3.091715976,0,0,DEC2014,100
15,SODA-DIET,3,,20,1.89,0.0945,9.45,0,0,DEC2014,105
15,SODA-DIET,3,,20,1.89,0.0945,9.45,0,0,DEC2014,110
15,ENERGY-DIET,3,,8.4,2.49,0.296428571,29.64285714,0,0,DEC2014,113
15,ENERGY-DIET,3,,6,1.99,0.331666667,33.16666667,0,0,DEC2014,114
15,SODA,3,,144,5,0.034722222,3.472222222,1,1,DEC2014,117
15,SODA,3,,66,2.09,0.031666667,3.166666667,1,1,DEC2014,129
15,SODA,3,,20,1.89,0.0945,9.45,1,1,DEC2014,130
15,SPORT,3,,32,2.49,0.0778125,7.78125,1,1,DEC2014,137
15,JUICE,3,,15.2,1.99,0.130921053,13.09210526,0,0,DEC2014,160
15,ENERGY,3,,6,2.57,0.428333333,42.83333333,1,0,DEC2014,162
15,SODA,3,,20,1.89,0.0945,9.45,1,0,DEC2014,172
15,SODA,3,,144,6.49,0.045069444,4.506944444,1,1,DEC2014,181
15,SODA,3,,20,1.89,0.0945,9.45,1,0,DEC2014,189
15,SODA,3,,67.6,2.09,0.03091716,3.091715976,1,0,DEC2014,190
15,ENERGY,3,,8.4,2.49,0.296428571,29.64285714,1,0,DEC2014,193
15,ENERGY,3,,6,1.99,0.331666667,33.16666667,1,0,DEC2014,195
15,TEA,3,,6,1.87,0.311666667,31.16666667,1,0,DEC2014,207
15,SODA,3,,144,6.49,0.045069444,4.506944444,1,1,DEC2014,16
15,SODA-DIET,3,,20,1.89,0.0945,9.45,0,1,DEC2014,209
15,SODA,3,,20,1.89,0.0945,9.45,1,0,DEC2014,214
15,SODA,3,,67.6,2.09,0.03091716,3.091715976,1,0,DEC2014,215
15,SODA,3,,20,1.89,0.0945,9.45,1,0,DEC2014,219
15,JUICE,3,,12,1.79,0.149166667,14.91666667,0,0,DEC2014,230
15,JUICE,3,COCONUT WATER,16.9,3.19,0.188757396,18.87573964,0,0,DEC2014,232
19,WATER,4,,16.9,1,0.059171598,5.917159763,0,1,DEC2014,36
19,SODA,4,,16.9,1.75,0.103550296,10.35502959,1,1,DEC2014,48
19,SODA,4,,12,0.9,0.075,7.5,1,0,DEC2014,58
19,SODA-DIET,4,,16.9,1.75,0.103550296,10.35502959,0,1,DEC2014,82
19,SODA-DIET,4,,12,0.9,0.075,7.5,0,0,DEC2014,104
19,ENERGY-DIET,4,,6,2.5,0.416666667,41.66666667,0,0,DEC2014,108
19,ENERGY-DIET,4,,8.4,2.5,0.297619048,29.76190476,0,0,DEC2014,113
19,ENERGY-DIET,4,,6,2.5,0.416666667,41.66666667,0,0,DEC2014,114
19,ENERGY,4,,6,2.5,0.416666667,41.66666667,1,0,DEC2014,162
19,ENERGY,4,,8.4,2.5,0.297619048,29.76190476,1,0,DEC2014,193
19,ENERGY,4,,6,2.5,0.416666667,41.66666667,1,0,DEC2014,195
19,TEA,4,,20,1.75,0.0875,8.75,1,1,DEC2014,204
19,SODA,4,,12,0.9,0.075,7.5,1,0,DEC2014,213
19,WATER-SWEET,4,,20,1.75,0.0875,8.75,1,1,DEC2014,235
14,TEA,2,,23,0.99,0.043043478,4.304347826,1,0,DEC2014,33
14,MILK,2,LOW FAT MILK,64,3.29,0.05140625,5.140625,0,0,DEC2014,41
14,MILK,2,WHOLE MILK,128,5.29,0.041328125,4.1328125,0,0,DEC2014,42
14,JUICE,2,,63.9,5.59,0.087480438,8.748043818,0,0,DEC2014,44
14,SODA-DIET,2,,67.6,2.39,0.03535503,3.535502959,0,0,DEC2014,57
14,SODA,2,,12,0.99,0.0825,8.25,1,0,DEC2014,58
14,SODA,2,,20,1.69,0.0845,8.45,1,0,DEC2014,59
14,SODA,2,,67.6,2.39,0.03535503,3.535502959,1,0,DEC2014,60
14,SODA-DIET,2,,20,1.69,0.0845,8.45,0,0,DEC2014,61
14,WATER,2,,23.6,0.99,0.041949153,4.194915254,0,0,DEC2014,77
14,SODA-DIET,2,,67.6,2.39,0.03535503,3.535502959,0,0,DEC2014,97
14,SODA-DIET,2,,67.6,1.99,0.02943787,2.943786982,0,0,DEC2014,98
14,SODA-DIET,2,,12,0.99,0.0825,8.25,0,0,DEC2014,104
14,SODA-DIET,2,,20,1.69,0.0845,8.45,0,0,DEC2014,105
14,ENERGY-DIET,2,,6,2.29,0.381666667,38.16666667,0,0,DEC2014,108
14,SODA-DIET,2,,12,0.99,0.0825,8.25,0,0,DEC2014,111
14,SODA-DIET,2,,20,1.69,0.0845,8.45,0,0,DEC2014,112
14,ENERGY-DIET,2,,8.4,2.29,0.272619048,27.26190476,0,0,DEC2014,113
14,ENERGY-DIET,2,,6,2.29,0.381666667,38.16666667,0,0,DEC2014,114
14,SODA,2,,67.6,1.99,0.02943787,2.943786982,1,0,DEC2014,125
14,SODA,2,,20,1.69,0.0845,8.45,1,1,DEC2014,130
14,JUICE,2,,15.2,1.74,0.114473684,11.44736842,0,0,DEC2014,160
14,ENERGY,2,,6,2.29,0.381666667,38.16666667,1,0,DEC2014,162
14,SODA,2,,20,1.69,0.0845,8.45,1,0,DEC2014,172
14,JUICE,2,COCONUT WATER,16.9,1.5,0.088757396,8.875739645,0,1,DEC2014,179
14,SODA,2,,12,0.99,0.0825,8.25,1,0,DEC2014,188
14,SODA,2,,20,1.69,0.0845,8.45,1,0,DEC2014,189
14,ENERGY,2,,8.4,2.29,0.272619048,27.26190476,1,0,DEC2014,193
14,ENERGY,2,,6,2.29,0.381666667,38.16666667,1,0,DEC2014,195
14,TEA-DIET,2,,6,1.44,0.24,24,0,0,DEC2014,206
14,TEA,2,,6,1.44,0.24,24,1,0,DEC2014,207
14,SODA,2,,12,0.99,0.0825,8.25,1,0,DEC2014,213
14,SODA,2,,20,1.69,0.0845,8.45,1,0,DEC2014,214
14,SODA,2,,67.6,2.39,0.03535503,3.535502959,1,0,DEC2014,215
14,SODA,2,,20,0.99,0.0495,4.95,1,0,DEC2014,219
14,JUICE,2,,12,1.59,0.1325,13.25,0,0,DEC2014,230
14,JUICE,2,,59,5.49,0.093050847,9.305084746,0,0,DEC2014,231
22,TEA,2,,42,1,0.023809524,2.380952381,1,1,DEC2014,31
22,JUICE,2,COCONUT WATER,16,1,0.0625,6.25,0,1,DEC2014,39
22,TEA,2,,24,1,0.041666667,4.166666667,1,1,DEC2014,46
22,SODA,2,,16.9,1,0.059171598,5.917159763,1,1,DEC2014,48
22,SODA-DIET,2,,20,1,0.05,5,0,0,DEC2014,61
22,WATER,2,,96,1,0.010416667,1.041666667,0,1,DEC2014,68
22,MILK,2,UNKNOWN,20,1,0.05,5,0,1,DEC2014,78
22,SODA-DIET,2,,16.9,1,0.059171598,5.917159763,0,1,DEC2014,82
22,SODA-DIET,2,,20,1,0.05,5,0,1,DEC2014,86
22,ENERGY-DIET,2,,16,1,0.0625,6.25,0,1,DEC2014,93
22,JUICE,2,,14,1,0.071428571,7.142857143,0,1,DEC2014,116
22,SODA,2,,20,1,0.05,5,1,1,DEC2014,119
22,SODA,2,,48,1,0.020833333,2.083333333,1,1,DEC2014,132
22,SODA,2,,6,1,0.166666667,16.66666667,1,0,DEC2014,133
22,MILK,2,LOW FAT MILK,32,1,0.03125,3.125,0,1,DEC2014,141
22,SODA,2,,82.5,1,0.012121212,1.212121212,1,1,DEC2014,167
22,SODA,2,,20,1,0.05,5,1,0,DEC2014,172
22,WATER,2,,33,1,0.03030303,3.03030303,0,1,DEC2014,174
22,TEA,2,,23,1,0.043478261,4.347826087,1,1,DEC2014,180
22,SODA,2,,20,1,0.05,5,1,0,DEC2014,189
22,SPORT-DIET,2,,24,1,0.041666667,4.166666667,0,0,DEC2014,191
22,ENERGY,2,,16,1,0.0625,6.25,1,1,DEC2014,194
22,SODA,2,,82.5,1,0.012121212,1.212121212,1,1,DEC2014,197
22,SODA,2,,48,1,0.020833333,2.083333333,1,1,DEC2014,198
22,SODA,2,,82.5,1,0.012121212,1.212121212,1,1,DEC2014,199
22,SODA,2,,82.5,1,0.012121212,1.212121212,1,1,DEC2014,200
22,SODA,2,,48,1,0.020833333,2.083333333,1,1,DEC2014,201
22,JUICE DRINK,2,,32,1,0.03125,3.125,1,1,DEC2014,216
22,JUICE DRINK,2,,40,1,0.025,2.5,1,1,DEC2014,221
23,WATER,2,,33.8,2,0.059171598,5.917159763,0,0,DEC2014,38
23,JUICE DRINK,2,,6,0.65,0.108333333,10.83333333,1,0,DEC2014,47
23,SODA,2,,12,1,0.083333333,8.333333333,1,0,DEC2014,58
23,SODA,2,,20,2,0.1,10,1,0,DEC2014,59
23,SODA-DIET,2,,20,2,0.1,10,0,0,DEC2014,61
23,WATER,2,,33.8,1.49,0.04408284,4.408284024,0,0,DEC2014,76
23,SODA-DIET,2,,67.6,2.5,0.036982249,3.698224852,0,0,DEC2014,98
23,SODA-DIET,2,,67.6,2.99,0.044230769,4.423076923,0,0,DEC2014,100
23,SODA-DIET,2,,12,1,0.083333333,8.333333333,0,0,DEC2014,104
23,SODA-DIET,2,,20,2,0.1,10,0,0,DEC2014,105
23,ENERGY-DIET,2,,6,2.5,0.416666667,41.66666667,0,0,DEC2014,108
23,SODA-DIET,2,,20,2,0.1,10,0,0,DEC2014,110
23,SODA-DIET,2,,12,1,0.083333333,8.333333333,0,0,DEC2014,111
23,SODA-DIET,2,,20,2,0.1,10,0,0,DEC2014,112
23,ENERGY-DIET,2,,8.4,2.5,0.297619048,29.76190476,0,0,DEC2014,113
23,ENERGY-DIET,2,,6,2.5,0.416666667,41.66666667,0,0,DEC2014,114
